4b6563d3f964a5204def2ae3,Continente Bom Dia,Supermarket,O supermercado mais próximo com produtos frescos aos melhores preços.,6.6,VERDADEIRO
4b65e870f964a52090072be3,São Rafael Atlântico,Resort,"O hotel São Rafael Atlântico desfruta de uma fantástica localização, com vista para o oceano Atlântico, acesso directo à Praia de São Rafael e a poucos minutos do centro de Albufeira. Os interiores espaçosos e repletos de luz natural apresentam traços de design contemporâneo.",8.2,FALSO
4b65eb75f964a5205e082be3,Hotel Real Oeiras,Hotel,"O Hotel Real Oeiras está localizado estrategicamente na Costa do Estoril, entre Lisboa, Oeiras e Cascais, a apenas 2 km do Parque empresarial da Quinta da Fonte, reunindo todas as condições para tornar a sua estadia memorável. Conheça a nossa Localização.",7.8,FALSO
4b669737f964a520ea242be3,Pingo Doce,Grocery Store,Sabe bem pagar tão pouco..,5.8,VERDADEIRO
4b66d045f964a520d72b2be3,Suntory,Japanese Restaurant,"A sua visita ao Suntory será uma experiência surpreendente e singular:
Pela genuína simpatia e elevado profissionalismo do staff, empenhado no seu bem estar e pela delicadeza dos sabores, a subtileza dos aromas, a riqueza da oferta de nobres peixes e a ousada beleza das composições gastronómicas.",7.9,VERDADEIRO
4b6730f9f964a52070402be3,Decathlon,Sporting Goods Shop,"""Desporto para todos, tudo para o desporto""

Contacte-nos através de contact.decathlon.com/decathlonpt",8.1,VERDADEIRO
4b673bd1f964a520e0422be3,Pingo Doce,Supermarket,Sabe bem pagar tão pouco..,5.5,VERDADEIRO
4b6ac84bf964a5201ae02be3,Bota Alta,Portuguese Restaurant,"Restaurante com excelentes iguarias da cozinha portuguesa. Com ambiente alegre e vivo, está-se bem aqui e, como se costuma dizer, o espaço não chega para as encomendas. Muito procurado também por turistas, convém reservar para não perder o lugar.",7,FALSO
4b6c9f38f964a5203c472ce3,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Vila do Conde! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",7.7,VERDADEIRO
4b6dcd73f964a52038912ce3,Pingo Doce,Supermarket,Sabe bem pagar tão pouco,4.9,VERDADEIRO
4b708106f964a5208d1e2de3,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Odivelas! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",6.5,VERDADEIRO
4b70e7abf964a520b8332de3,Pingo Doce,Supermarket,Sabe bem pagar tão pouco,5.9,VERDADEIRO
4b72ab8bf964a5200d832de3,Me & You - Coffee House,Café,"Uma Coffee House -- Bar & Restaurante.

Temos também Take Away, com refeições até às 02:00 horas.",7.2,VERDADEIRO
4b7495d5f964a520e3e52de3,Holiday Inn Porto Gaia,Hotel,"Ideal for your business and leisure visit to Porto / Gaia 
With all the Clean & Safe Procedures ( IHG Clean Promise ), You'll have all the confidence you need to book your Family Trip

Holiday Inn® Porto - Gaia offers beautiful views of Porto and the Douro River...",8,VERDADEIRO
4b7577ecf964a520600e2ee3,"Pousada de Guimarães, Santa Marinha",Bed & Breakfast,"Na cidade de Guimarães, encontra-se a majestosa Pousada de Santa Marinha, restauro do Mosteiro dos Agostinhos do século XII.",8.7,VERDADEIRO
4b75c302f964a520d6222ee3,Caves Taylor's,Winery,Taylor’s invites you to a pleasant and informative tour of its famous lodges at Vila Nova de Gaia. During the tour the visitor will be given the opportunity to learn about the fascinating history of Port wine.,9.1,VERDADEIRO
4b76bcf3f964a520b15b2ee3,Portugália,Brewery,"Nas Cervejarias, nos Balcões, no nosso site, estamos sempre à sua espera. E agora no Facebook, estamos ainda mais próximo de si, com passatempos absolutamente exclusivos, informações em cima da hora e novidades fresquinhas.",7,VERDADEIRO
4b76bee9f964a5203c5c2ee3,"Zoomarine Algarve, Portugal",Theme Park,"Descobre os mistérios dos oceanos no melhor parque temático familiar do País. 
Discover the mysteries of the oceans at the Algarve's best family theme park.",8.7,VERDADEIRO
4b770272f964a52027742ee3,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Via Catarina! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",7.4,VERDADEIRO
4b781b28f964a52012b62ee3,Forum Aveiro,Shopping Mall,"O Forum Aveiro constitui um projecto de desenvolvimento urbano integrado de elevada qualidade, com 86 lojas, parque de estacionamento com 1.080 lugares, 56 apartamentos, áreas de lazer e um jardim suspenso.",8.1,FALSO
4b788529f964a520e8d32ee3,Croft Port,Wine Shop,"In Croft’s  magnificent wine cellars, professional and highly educational tours take place all year round, seven days a week. Our visitors’ centre offers a captivating atmosphere, reminiscent of the Company’s 420 years of history and tradition. We also have a wine shop open for our visitors.",8.6,VERDADEIRO
4b7976a3f964a520bafa2ee3,Continente,Supermarket,O supermercado mais próximo com produtos frescos aos melhores preços.,7,VERDADEIRO
4b79c5d9f964a52012112fe3,Cinemas NOS NorteShopping,Movie Theater,Com o Cartão NOS na compra de um bilhete oferta de outro ou um menu pequeno de pipocas e bebida,8.1,VERDADEIRO
4b7c46b4f964a5200e892fe3,Pingo Doce,Supermarket,Sabe bem pagar tão pouco..,7.1,VERDADEIRO
4b7c684ef964a52077912fe3,Pingo Doce,Supermarket,Sabe bem pagar tão pouco,6.1,VERDADEIRO
4b7edebef964a520a30530e3,Continente Modelo,Supermarket,O supermercado mais próximo com produtos frescos aos melhores preços.,6.2,VERDADEIRO
4b7f1054f964a520cd1330e3,Continente,Supermarket,O supermercado mais próximo com produtos frescos aos melhores preços.,6.1,VERDADEIRO
4b7faf8df964a5204c3930e3,Alfândega do Porto,Event Space,Centro de Congressos e local de vários eventos sociais,9.1,FALSO
4b7fff26f964a520964930e3,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Coimbra 2! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",6.4,VERDADEIRO
4b80498af964a520796430e3,Hotel Eva,Hotel,"Located just a few steps away from the Faro historical centre, it offers guests a magnificent view of the picturesque marina.
A pleasant stay is guaranteed with its 134 Rooms and Suites, Health Club, Outdoor Swimming pool, 2 Restaurants, Bars and 6 Meetings and events rooms.",6.6,VERDADEIRO
4b83208af964a52041f930e3,Sheraton Lisboa Hotel & Spa,Hotel,"Sheraton Lisboa Hotel & Spa is a modern hotel located in Lisbon, near popular tourist sights and dining and entertainment in the city center. The hotel offers sleek rooms with fast Wi-Fi, an outdoor pool and views of Lisbon and the waterfront.",8.6,VERDADEIRO
4b83f60ff964a5208b1831e3,Aeroporto Francisco Sá Carneiro (OPO) (Aeroporto Francisco Sá Carneiro),Airport,"Aeroporto Francisco Sá Carneiro (also known as Porto Airport) is named after a Portuguese Prime Minister, Francisco de Sá Carneiro, who was killed in an airplane crash as he was heading to this airport. It was previously known as Pedras Rubras Airport.",8.6,FALSO
4b86c2dcf964a520699b31e3,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s D Carlos I! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aproveita também o nosso McCafé, com maior variedade de gelados, bolos e cafés.",5.4,VERDADEIRO
4b885092f964a52087ee31e3,Sentido do Mar,Seafood Restaurant,"Com uma vista Soberba para o atlântico, tem uma cozinha variada, cuja especialidade é Sushi.
Com vários prémios no Concurso Gastronómico de Almada, é um excelente sitio para relaxar e degustar uma excelente Refeição",8.8,FALSO
4b8a8589f964a5207d7032e3,Prazeres da Carne,Argentinian Restaurant,"Located in Cascais near the sea, The Grill Restaurant Prazeres da Carne is surrounded by a dazzling natural landscape. It offers a varied menu, with suggestions that include the new Brazilian cuisine and the best international cuisine dishes.",7.9,FALSO
4b8b7ffef964a5202aa132e3,Rocha Brava Village Resort,Hotel,"Are you looking for relaxing holidays in Algarve? Come and find out the beauty and quietness of Rocha Brava, a four stars resort in Carvoeiro, Portugal.",6.9,FALSO
4b8bc089f964a5209ba932e3,Continente,Supermarket,O supermercado mais próximo com produtos frescos aos melhores preços,5.9,VERDADEIRO
4b905f48f964a520b98633e3,Pátio do Barão,Sports Bar,"Com inicio em 16 de Janeiro de 1993, o Pátio do Barão é um dos bares da zona histórica de Leiria com mais anos. É um dos bares mais requisitados pelos estudantes universitários.",6.8,FALSO
4b926842f964a52058f733e3,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Maia Centro! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",6.6,VERDADEIRO
4b92727ef964a5203bfa33e3,Tavira Gran-Plaza,Shopping Mall,"O maior retalhista de eletrónica em Portugal tem os melhores Eletrodomésticos, TVs, Portáteis, Computadores, Telemóveis, Máq. Fotográficas, Consolas, Jogos e muito mais sempre aos melhores preços",5.9,VERDADEIRO
4b93eff5f964a520275b34e3,Pingo Doce,Supermarket,Sabe bem pagar tão pouco..,5.1,VERDADEIRO
4b960d82f964a52048bb34e3,Estação Ferroviária de São Pedro do Estoril,Train Station,"Primeiro comboio para Cais do Sodré / First train to Cais do Sodré: 05:38 |
Primeiro comboio para Cascais / First train to Cascais: 06:02 |
Último comboio para Cais do Sodré / Last train to Cais do Sodré: 01:38 |
Último comboio para Cascais / Last train to Cascais: 02:02",6.1,FALSO
4b97cacef964a520f41535e3,Belmond Reid's Palace,Hotel,"On a private promontory lapped by the Atlantic, a landmark hotel in glorious gardens. Home of the One Michelin Star Restaurant William.",8.4,VERDADEIRO
4b98e1a6f964a520135435e3,Sushi Toro,Sushi Restaurant,O conceito Sushi Toro proporciona experiências sensoriais únicas de criatividade e exotismo. Uma fusão de gastronomia japonesa com um toque português.,7.4,FALSO
4b9a4c87f964a52092aa35e3,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Colombo! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",5.1,VERDADEIRO
4b9d38f7f964a520d69a36e3,Pingo Doce,Supermarket,Sabe bem pagar tão pouco,5.7,VERDADEIRO
4b9deff6f964a52075c336e3,BP,Gas Station,"A bp Portugal conta com uma rede de mais de 480 postos de abastecimento, de norte a sul do país e ilhas, para levar até si o melhor, todos os dias",6.3,VERDADEIRO
4b9f477df964a520ba1a37e3,AdLib at Sofitel Lisbon Liberdade,Restaurant,Step from Avenida da Liberdade into our sophisticated restaurant where chef Daniel Schlaipfer adds a French twist to Portuguese dishes like Bacalhau à Lagareiro,7.3,VERDADEIRO
4b9f503af964a5201b1c37e3,Altis Belém Hotel & SPA,Hotel,"Limited SPG benefits available at SPG Partner Hotels for reservations made via Starwood websites, apps or Customer Contact Centers only.",8.7,VERDADEIRO
4b9f745ff964a520b22337e3,DoubleTree by Hilton Lisbon - Fontana Park,Hotel,"Stay at the contemporary DoubleTree by Hilton Lisbon – Fontana Park and enjoy a superb location in the heart of Lisbon, unique décor, modern business and leisure amenities and warm hospitality.",7.8,VERDADEIRO
4b9f879bf964a520332937e3,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s CascaiShopping! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",5.9,VERDADEIRO
4b9f8842f964a520672937e3,Worten,Electronics Store,"O maior retalhista de eletrónica em Portugal tem os melhores Eletrodomésticos, TVs, Portáteis, Computadores, Telemóveis, Máq. Fotográficas, Consolas, Jogos e muito mais sempre aos melhores preços",6.4,VERDADEIRO
4ba11933f964a520899737e3,Crowne Plaza Porto,Hotel,"Refined central Porto hotel with fine dining, a wellness lounge and extensive event facilities
In the central Boavista district, our Crowne Plaza® Porto hotel is a short walk from Porto Botanical Garden and concerts at the futuristic Casa da Música...",8.2,FALSO
4ba37b41f964a520c84038e3,Sr. Frango da Guia (Armazéns do Chiado),Portuguese Restaurant,"Frango assado no carvão, regado com um molho especial, cujo o segredo se vem mantendo ao longo dos tempos.",6,VERDADEIRO
4ba38b68f964a5200c4638e3,Louis Vuitton,Accessories Store,Possibility of phone or virtual appointment with Home delivery available for distant purchases.,8.5,VERDADEIRO
4ba50f02f964a52010d738e3,Café A Brasileira,Café,"""Uma das principais salas de estar de Braga"". O melhor café é o d'A Brasileira.",8.9,VERDADEIRO
4ba53354f964a52005eb38e3,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Gaia Drive! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",7.4,VERDADEIRO
4ba54380f964a52067f338e3,Aeroporto João Paulo II (PDL),Airport,"João Paulo II Airport, named after Pope John Paul II, is an airport located on the island of São Miguel, 2 km (1.2 mi) west of the city dock of Ponta Delgada on the Azores in Portugal.",6.8,FALSO
4ba55e6af964a520f8ff38e3,New Yorker Bar,Hotel Bar,"You will find the atmosphere in the ""New Yorker"" bar, situated in the Hotel lobby. With its vast range of drinks and wines by the glass, as well as live music, it is the perfect place for a rendezvous, a business meeting or to relax while tasting our cocktails.",6.3,VERDADEIRO
4ba632ecf964a520e73a39e3,Cafetaria Mensagem,Sushi Restaurant,Cozinha intemporal do mundo e uma esplanada com vista desafogada sobre a marina e o rio Tejo.,7.6,VERDADEIRO
4bace175f964a52034153be3,Lusitanus,Restaurant,"Um espaço com tradição, qualidade e atendimento personalizado a um preço irresistivel",7.7,FALSO
4bad081bf964a5206b263be3,Parque Nascente,Shopping Mall,"A diversão nasce aqui. ?? #LetsPlayZara, Primark, Lefties e muito mais.",6.8,FALSO
4badcc52f964a520d3693be3,Palácio Nacional de Mafra,Museum,"Mandado construir no século XVIII pelo Rei D. João V em cumprimento de um voto para obter sucessão do seu casamento com D. Maria Ana de Áustria, o Palácio Nacional de Mafra é o mais importante monumento do barroco em Portugal.",9,FALSO
4bae3548f964a5205e923be3,E.Leclerc,Big Box Store,"Rede de supermercados franceses criada em 1949 por Édouard e Michel-Édourad Leclerc. O E.Leclerc está presente em Portugal, Espanha, Itália, Polónia e Eslovénia.",6.5,FALSO
4bae541ef964a5205fa33be3,"Pousada de Faro, Palácio de Estoi",Bed & Breakfast,"A luxuosa Pousada do Palácio de Estoi, nascida a partir da recuperação de um Palácio do século XVIII, situa-se em Estoi, a apenas 10km de Faro.",8.6,VERDADEIRO
4bae60d5f964a52076aa3be3,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Antas! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",7.1,VERDADEIRO
4bae61fbf964a5200eab3be3,Estádio do Sport Lisboa e Benfica,Soccer Stadium,"Estádio do Sport Lisboa e Benfica, is a multi-purpose stadium located in Lisbon, Portugal. It's nickname Estádio da Luz is commonly translated as ""Stadium of Light"", although Luz here refers to the original address of the stadium: Estrada da Luz.",8.9,VERDADEIRO
4baf659cf964a520c2fc3be3,Restaurante CaféApolo,Mediterranean Restaurant,An extremely welcoming meeting point among different generations.,6.3,VERDADEIRO
4bb0cea7f964a520c55e3ce3,Pingo Doce,Supermarket,Sabe bem pagar tão pouco,5,VERDADEIRO
4bb24612a32876b0cc6000fe,Continente,Supermarket,O supermercado mais próximo com produtos frescos aos melhores preços.,6,VERDADEIRO
4bb33668715eef3b330586bb,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Algés! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",5.4,VERDADEIRO
4bb343132397b713addb37b3,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Amadora! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",6.3,VERDADEIRO
4bb3697042959c74d5de212c,Praia da Rocha,Beach,"Bem-vindo à estação de aluguer de carros: Closed_Europcar Praia Da Rocha em Portimão!

Beneficie de um excelente serviço ao cliente e de uma vasta frota de automóveis, desde económicos aos de luxo.

É simples reservar um automóvel com o sistema de reservas online da Europcar, no nosso website ou ...",8.9,FALSO
4bb3b9f5715eef3b80c086bb,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Leça da Palmeira! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",6.7,VERDADEIRO
4bb632592f70c9b609088530,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Alvalade! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",5.1,VERDADEIRO
4bb7140a941ad13abf4520e3,Squadra,Ice Cream Shop,Geletaria e Creparia,5.6,FALSO
4bb730a92f70c9b6465b8630,Pingo Doce,Supermarket,Sabe bem pagar tão pouco,6.4,VERDADEIRO
4bb75dc746d4a593745bc7c0,Área de Serviço do Seixal,Rest Area,"Área de Serviço composta por um posto de abastecimento da GALP, e pelos restaurantes Telepizza e McDonalds.",5,FALSO
4bb7628c2ea1952147d7ac2f,Cinemas NOS Alvaláxia,Movie Theater,Com o Cartão NOS na compra de um bilhete oferta de outro ou um menu pequeno de pipocas e bebida,6.3,VERDADEIRO
4bb986d11261d13a69b2e998,BragaShopping,Shopping Mall,"Bem vindo ao BragaShopping, o maior centro comercial no centro de Braga. Inaugurado em Dezembro de 1996, conta com 3 pisos, cerca de 60 lojas, praça de restauração, 5 salas de cinema e salão de Jogos com centro de acesso à Internet. Dispõe também de um parque Auto com capacidade para 300 automóveis.",4.9,FALSO
4bb987961261d13ab8b2e998,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Braga I! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",5.8,VERDADEIRO
4bba5d0253649c74b2f148fb,Garrafeira Alfaia,Winery,http://www.youtube.com/watch?v=S9zb-6k6afo,8.6,FALSO
4bbb66747421a59348c7c440,Leiria Shopping,Shopping Mall,"A cidade de Leiria cresceu e com ela nasceu o LeiriaShopping.

Os Leirienses dispõem agora de um espaço comercial e de lazer com excelente localização e acessibilidade, onde predomina uma ampla e diversificada oferta de lojas e serviços distribuídos por 2 pisos.",7.6,FALSO
4bbc9571e5b0d13aa2666f7c,Holmes Place Arrábida Shopping,Gym,"O Holmes Place Arrábida é um clube bastante familiar com 4500 m2 distribuidos em 2 pisos e rodeados de luz natural! Dispoe de 3 estúdios com mais de 100 aulas semanais, 2 piscinas e um ginásio com equipamento cardiovascular e de musculação.",8,VERDADEIRO
4bbddbbe078095211008db91,Pingo Doce,Convenience Store,Sabe bem pagar tão pouco,5.6,VERDADEIRO
4bbfa61e2a89ef3b614def88,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Chiado! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",6.1,VERDADEIRO
4bc0ba6f74a9a5934a88d0f6,Gelados Conchanata,Ice Cream Shop,"Come and discover our delicious italian ice creams, in one of the most beautiful Lisbon avenues, Avenida da Igreja!
We're open from February to November!",9,VERDADEIRO
4bc1b79f74a9a5931e2bd2f6,Pingo Doce,Supermarket,Sabe bem pagar tão pouco,4.9,VERDADEIRO
4bc1ebb12a89ef3b95dff288,Continente Modelo,Supermarket,O supermercado mais próximo com produtos frescos aos melhores preços.,5.7,VERDADEIRO
4bc330f974a9a5936427d4f6,Mercado Negro,Other Nightlife,"Mercado Negro is a multifunctional space set in an old building right in the city center (since June 2006). With an intense cultural activity, inside you will find an auditorium, a café, living rooms (with free wireless internet) and Mao Mao Shop (clothing & accessories).",8.8,VERDADEIRO
4bc34d7c74a9a5933753d4f6,Hotel Tivoli Avenida Liberdade Lisboa,Hotel,"Located on Avenida da Liberdade, this elegant 5-star Lisbon hotel is set right in the heart of the city. Renowned for its business meeting facilities for top executives, the Tivoli Lisboa continues the tradition of being a well-known meeting point in the city.",8.7,VERDADEIRO
4bc39981abf4952171ffc393,Celeiro,Health Food Store,"Lojas de venda de produtos alimentares naturais e biológicos, produtos adequados a diabéticos e celíacos, cosmética natural e biológica e suplementos alimentares naturais. A primeira loja abriu em Lisboa em 1974.",8.6,FALSO
4bc4ba38b492d13acc78aa60,Pingo Doce (Marquês),Supermarket,Sabe bem pagar tão pouco,6.7,VERDADEIRO
4bc4d461461576b036848032,Come Prima,Italian Restaurant,Provavelmente o melhor Italiano de Lisboa,9.1,VERDADEIRO
4bc5dba369369521f79a8488,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Almada! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",6.2,VERDADEIRO
4bc88a9714d79521ee3a69e9,V5,Bar,Bar,8.1,VERDADEIRO
4bc8cd56762beee17f883d38,Carvi Beach Hotel Algarve,Hotel,Experience dramatic ocean views in an ideal coastal location on the Praia Dona Ana beach.,7.2,FALSO
4bc8cd6b762beee1ad883d38,Hotel Tivoli Sintra,Hotel,"Right in the centre of the town of Sintra, this is a discreet 4-star Sintra Portugal hotel with private parking which gives you the perfect opportunity to enjoy the surrounding scenery, history and leisure facilities. Sintra is a UNESCO World Heritage site.",6.7,VERDADEIRO
4bc8cd88762beee1e1883d38,Hotel dos Templários,Hotel,"Situação privilegiada em plena cidade de Tomar, situa-se o Hotel dos Templários.
No Hotel dos Templários pode desfrutar da vida com ela deve ser vivida. Com quartos e suites requintadamente decorados, e 14 salas para reuniões ou negócios.",8.1,FALSO
4bc8cd91762beee1f6883d38,Hotel Solar Dos Mascarenhas,Hotel,"Featuring free WiFi, Hotel Solar Dos Mascarenhas offers pet-friendly accommodation in Vila Vióosa. The hotel has a seasonal outdoor pool and views of the pool, and guests can enjoy a drink at the bar.

Some rooms have a seating area for your convenience...",7.9,FALSO
4bca318e0687ef3b1286dbcc,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Paços Ferreira! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",6.4,VERDADEIRO
4bcaf883cc8cd13ab87fbecf,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Belem! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",5.7,VERDADEIRO
4bcc5b38aeaaeee14fec3d6d,Hotel HF Tuela Porto,Hotel,"The HF Tuela Porto is the hotel of reference in the centre of Oporto.
Located in Boavista, the HF Tuela Porto has the public transportation network right at its door and it is very closed to Casa da Música, Pavilhão Rosa Mota, Soares dos Reis Museum, as well as an endless number of restaurants.",8.2,VERDADEIRO
4bcc5b65aeaaeee198ec3d6d,Tivoli Lagos Algarve Resort,Hotel,"Set right in the heart of Lagos, this hotel epitomises the Algarve culture, the designs of Maria José Salavisa on the blue and white corridors which link the rooms, patios, restaurants and bar.",6.2,VERDADEIRO
4bcc5b69aeaaeee19cec3d6d,Tivoli Marina Portimão Algarve Resort,Hotel,"Tivoli Marina Portimão is a 4 star resort which makes you want to visit time and time again. Here, near the sea and the Portimão marina, a weekend seems to go by very quickly and family holidays soon fill with fun and relaxation. Start the day with breakfast and a view of the marina.",7.5,VERDADEIRO
4bcd6d6f937ca593d0bfac92,Sofitel Lisbon Liberdade,Hotel,"Step from central Lisbon's most prestigious avenue into Hotel Sofitel Lisbon Liberdade, a 5-star luxury Lisbon hotel which celebrates the French art de recevoir",8.8,VERDADEIRO
4bcd8ef0fb84c9b6ca22223e,Active Media,Design Studio,"Digital signage, interactive design, content creation and strategy, following the concepts of transmedia, guided by the idea of ""bio-content""?",8.4,VERDADEIRO
4bcefd3e68f976b043d26683,Churrasqueira Yao,BBQ Joint,"Restaurante especializado em carne e peixe fresco grelhados e comida chinesa. Aberto todos os dias com opções para todos os gostos com menus(a partir de 6 euros), Buffet Livre ou Buffet a la carte (noite e fins-de-semana).",5.5,FALSO
4bcf1b870ffdce72953eb2c0,Lutécia Hotel,Hotel,"Avenida Frei Miguel Contreiras, 52. 1749-086 Lisboa",7.8,VERDADEIRO
4bcf1b990ffdce72a03eb2c0,Hotel Olissippo Oriente Lisboa,Hotel,O Hotel Olissippo Oriente é uma moderna unidade de 4 estrelas localizada no Parque das Nações em Lisboa.,8.1,FALSO
4bcf1dd00ffdce725540b2c0,Jupiter Algarve Hotel,Hotel,"Hotel, Restaurante, SPA, Salas de reunião",8.1,VERDADEIRO
4bcf586ecaff952153feccf0,McDonald's,Fast Food Restaurant,"Bem vindo ao McDonald’s Braga II! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",6.7,VERDADEIRO
