venue_id,latitude,longitude,venue_category,country_code,name,description,rating,verified
4b0588a4f964a520d2d122e3,38.717704,-9.146157,Indian Restaurant,PT,Bengal Tandoori,Bengal Tandoori é o restaurante indiano em Lisboa. Somos especializados em Comida Tandoori .,8.4,True
4b0588a4f964a520dcd122e3,38.713267,-9.153299,French Restaurant,PT,Café de São Bento,"""O melhor bife de Lisboa"" «Timeout». Desde 1982 a servir qualidade com hospitalidade. O mesmo de sempre!",8.8,True
4b0588a5f964a52013d222e3,38.719656,-9.148758,Vegetarian / Vegan Restaurant,PT,Os Tibetanos,O restaurante Os Tibetanos propõe refeições naturais de cozinha vegetariana internacional.,7.5,True
4b0588a6f964a52072d222e3,38.72484,-9.149899,American Restaurant,PT,The Great American Disaster,"An american diner in the very center of Lisbon. 

Delicious burgers, pizzas and steaks, famous milkshakes and the legendary All American Grandma's Apple Pie.",5.9,True
4b0588a7f964a5208ed222e3,38.768046,-9.097307,Movie Theater,PT,Cinemas NOS Vasco da Gama,Com o Cartão NOS na compra de um bilhete oferta de outro ou um menu pequeno de pipocas e bebida,6.5,True
4b0588a7f964a520aad222e3,38.768372,-9.093976,Concert Hall,PT,Altice Arena,"A maior sala de espetáculos do país com um novo palco da música, do desporto e da arte.
O horário de fim dos eventos é meramente indicativo",8.7,True
4b0588a7f964a520b2d222e3,38.702046,-9.207475,Soccer Field,PT,Estádio do Restelo,"This is the home of the Portuguese Football Team Os Belenenses, one of the five clubs to have won the Portuguese Championship.",7.3,True
4b0588a8f964a520c2d222e3,38.710791,-9.141032,Bookstore,PT,Bertrand,Em 2011 foi reconhecida pelo Guinness World Records como a Livraria Mais Antiga do Mundo.,9.0,True
4b0588a8f964a520d9d222e3,38.7625,-9.114983,Mall,PT,Spacio Shopping,"O Spacio Shopping é uma combinação de eficiência e qualidade, beleza e funcionalidade, oferta comercial e alternativas de lazer.",6.4,True
4b0588a9f964a5202ed322e3,38.762965,-9.367728,Golf Course,PT,Pestana Sintra Golf   Conference & Spa Resort,O Pestana Sintra Golf é um dos mais modernos e bem equipados hotéis em Sintra.,8.0,True
4b05c8dcf964a5202ce322e3,38.721104,-9.147117,Roof Deck,PT,Sky Bar,"With a relaxed and comfortable atmosphere, this bar in the centre of Lisbon is famous for its entertaining Thursday, Friday and Saturday nights. Located on the top floor of the Tivoli Lisboa hotel and with a superb view over the city of Lisbon, you can enjoy a great evening out in the capital.",8.3,True
4b06e831f964a520b1f222e3,38.744591,-9.148586,Train Station,PT,Estação Ferroviária de Entrecampos,"Acesso ferroviário das avenidas novas de Lisboa, a Estação de Entrecampos pertence à freguesia de Alvalade.",5.8,False
4b07450df964a52009fb22e3,38.697514,-9.203711,Coffee Shop,PT,Starbucks,Frapuccinos e sumos de fruta. Apenas a 1 minuto do Mosteiro dos Jerónimos.,8.5,True
4b09755df964a520911723e3,38.752058,-8.940511,Mall,PT,Freeport,outlet mall,7.0,False
4b0a31cdf964a5205b2223e3,38.75497,-9.189334,Grocery Store,PT,Continente,O supermercado mais próximo com produtos frescos aos melhores preços.,7.6,True
4b0a3866f964a520842223e3,38.731718,-9.14925,Grocery Store,PT,Pingo Doce,Sabe bem pagar tão pouco,5.7,True
4b0aca76f964a520df2723e3,38.705213,-9.301858,Mall,PT,Oeiras Parque,"O Shopping da Linha, o local privilegiado para comprar tudo o que necessita, sem ter que sair da Linha.",6.7,True
4b0ae01ff964a520492923e3,38.740227,-9.166685,Train Station,PT,Estação Ferroviária de Sete Rios,"A estação de Sete Rios, que serve a freguesia de São Domingos de Benfica, é conhecida entre os lisboetas como a estação do Jardim Zoológico.",5.9,False
4b0d5a7ff964a520d14623e3,38.711313,-9.142572,Nightclub,PT,Silk Club,Restaurant - Club - Events  High-End Japanese Cuisine in a sophisticated venue. Premium Bottle Service Club. Breathtaking 270º views over Lisbon.,8.0,True
4b0d9ff3f964a5208b4c23e3,38.728024,-9.218511,Coffee Shop,PT,Starbucks,Frappuccino ou infusão favorita e acompanhe o seu momento perfeito com um dos nossos doces,8.0,True
4b0e29def964a5207e5523e3,38.722688,-9.160843,Gym,PT,Holmes Place Amoreiras,"Espaço cosmopolita com energia positiva e uma estética ímpar, onde funcionalidade e design se cruzam de forma ideal. Dispõe de estúdio icycle, outro com uma vertente holística, e ainda estúdio exclusivo de personal training e fisioterapia.",7.8,True
4b0e2af2f964a5208c5523e3,38.762507,-9.160975,Gym,PT,Holmes Place Alvalade,"O Holmes Place Alvalade dispõe de 5 estúdios,140 aulas por semana, spa, ginásio de 700 m2 com equipamento de última geração e espaço outdoor. Dispõe ainda de estúdio de pilates equipado com todas as máquinas especializadas.",7.7,True
4b0ed3d5f964a520a25b23e3,38.7419,-9.138222,Burger Joint,PT,McDonald's,"Bem vindo ao McDonald’s Roma! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",5.7,True
4b317059f964a520fd0625e3,38.713473,-9.1647,Cocktail Bar,PT,A Paródia,"Um dos primeiros bares de Lisboa, aberto desde 27 de Abril de 1974. Espaço histórico, intimista e acolhedor, decorado com peças arte nova e art deco, ideal para namorar e conviver com amigos. Extensa lista de cocktails, vinhos, cervejas nacionais e estrangeiras e deliciosas tostas em pão alentejano.",8.6,False
4b3b6e5ef964a520b07325e3,41.158754,-8.630834,Concert Hall,PT,Casa da Música,"Casa da Música was conceived to mark 2001, the year in which Porto was Cultural Capital of Europe, and it is the first new building in Portugal to be entirely dedicated to music - to the presentation and public enjoyment of music, to music education and to the creation of music.",9.2,True
4b3fc213f964a5201bae25e3,38.710807,-9.139484,Coffee Shop,PT,Starbucks,Frappuccino ou infusão favorita e acompanhe o seu momento perfeito com um dos nossos doces,7.9,True
4b469bc9f964a5206d2526e3,38.767603,-9.096808,Gym / Fitness Center,PT,Solinca Health & Fitness Club,"Solinca, a primeira cadeia portuguesa de Health Clubs, oferece-lhe ginásios modernos com equipamentos de última geração e a melhor equipa de instrutores.",7.3,False
4b490ab9f964a520516326e3,38.776369,-9.219761,Coffee Shop,PT,Starbucks,Frapuccinos e sumos de fruta.,8.9,True
4b49ecaaf964a520147626e3,38.714615,-9.238858,Grocery Store,PT,Pingo Doce,Sabe bem pagar tão pouco,5.1,True
4b4b6fcdf964a5209d9b26e3,38.727123,-9.153402,Gym,PT,Clube VII,"Com uma sala ampla e cheia de luz, uma vista única sobre os campos de ténis e a natureza mesmo ali ao lado, este é o espaço que lhe vai trazer aquela motivação que precisa para se dedicar mais a si.
Com mais de 70 máquinas divididas em 5 áreas distintas: treino funcional, cardio, alongamentos, m...",8.7,False
4b5070def964a520592327e3,38.73543,-9.145288,Burger Joint,PT,McDonald's,"Bem vindo ao McDonald’s Saldanha! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",6.2,True
4b50fe26f964a520683c27e3,38.7717,-9.097517,Diner,PT,The Fifties Diner,Great food done right,7.9,True
4b51e8ddf964a520d85a27e3,40.209561,-8.420235,Caf��,PT,Café Teatro TAGV,"Teatro académico da cidade de Coimbra com bar.

Em espetáculos a realizar fora do horário de bilheteira e noutros espaços
30 minutos antes do evento; encerra 30 minutos depois do início dos mesmos.",8.4,False
4b525e6df964a520c67927e3,41.149151,-8.614493,Gay Bar,PT,Café Lusitano,"A diversidade de sons é uma das mais-valias desta casa. Ao longo da semana, os espectáculos ao vivo marcam presença e o ambiente é de descontração, ideal para acompanhar um bom vinho ou um cocktail. Os fins-de-semana são marcados pela diversão.",7.3,False
4b527d00f964a5208b7f27e3,41.187048,-8.700826,Restaurant,PT,O Bem Arranjadinho,Cozinha tradicional portuguesa,5.9,False
4b54392af964a520ebb427e3,38.685289,-9.311062,Design Studio,PT,BY - Interactive Brands Agency,An Agency with a view.,8.7,True
4b5812bdf964a5203a4a28e3,41.154861,-8.630544,Hotel,PT,Hotel HF Fénix Porto,"In the city centre, near everything and with easy access, it still shows a comfort level according to the quality of the HF Hotéis Fénix group.
With recently improved social areas, a terrace and a high quality level, this hotel is the right choice for your stay in Oporto.",7.9,True
4b586542f964a520db5528e3,38.721983,-9.152161,Fast Food Restaurant,PT,McDonald's,"Bem vindo ao McDonald’s Rodrigo da Fonseca! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aproveita também o nosso McCafé, com maior variedade de gelados, bolos e cafés.",5.4,True
4b589a10f964a5209e6028e3,38.714104,-9.308703,Gym / Fitness Center,PT,Lagoas Health Club,"O LAGOAS Health Club é reconhecido pela sua envolvência com espaços verdes, lagos, cascatas e pelas suas amplas salas com luz natural.",9.3,False
4b5e00b3f964a5208f7829e3,38.741499,-9.232507,Grocery Store,PT,Continente,O supermercado mais próximo com produtos frescos aos melhores preços.,6.5,True
4b603b51f964a5201bdb29e3,41.414653,-8.519521,Fast Food Restaurant,PT,McDonald's,"Bem vindo ao McDonald’s Famalicão! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",6.5,True
4b634318f964a5204d6e2ae3,38.725329,-9.150002,Plaza,PT,Marquês de Pombal (Praça Marquês de Pombal),"The Marquis of Pombal Square (Portuguese: Praça do Marquês de Pombal) is an important roundabout in the city of Lisbon, Portugal. It is located between the Avenida da Liberdade (Liberty Avenue) and the Eduardo VII Park in the former parish of Coração de Jesus and in the quarter of Santo António.",9.1,True
4b645765f964a520e2ab2ae3,32.693653,-16.775862,Airport,PT,Aeroporto Internacional da Madeira Cristiano Ronaldo (FNC) (Aeroporto Internacional da Madeira Cristiano Ronaldo),"Cristiano Ronaldo International Airport, informally known as Madeira or Funchal Airport, and formerly known as Santa Catarina Airport, is an international airport in Santa Catarina, Santa Cruz. It is 13.2 km (8.2 mi) east northeast of the Cathedral of Funchal, Madeira, Portugal.",7.7,False
4b648891f964a5207bbb2ae3,38.782257,-9.192166,Mall,PT,Strada Shopping & Fashion Outlet,Anteriormente conhecido como Odivelas Parque,6.5,False
4b64a47ef964a520edc42ae3,40.928863,-8.247433,Wine Bar,PT,Assembleia,"Local de convívio agradável, com ambiente jovem onde encontra uma vasta gama de cervejas selecionadas, nacionais e estrangeiras. Pub com música ambiente e televisão de ecrã panorâmico.",8.0,False
4b64b06df964a5209ac82ae3,38.660984,-9.176137,Coffee Shop,PT,Starbucks,Frappuccino ou infusão favorita e acompanhe o seu momento perfeito com um dos nossos doces,8.2,True
4b6563d3f964a5204def2ae3,41.166784,-8.613171,Grocery Store,PT,Continente Bom Dia,O supermercado mais próximo com produtos frescos aos melhores preços.,6.3,True
4b65e870f964a52090072be3,37.077468,-8.281501,Hotel,PT,São Rafael Atlântico,"O hotel São Rafael Atlântico desfruta de uma fantástica localização, com vista para o oceano Atlântico, acesso directo à Praia de São Rafael e a poucos minutos do centro de Albufeira. Os interiores espaçosos e repletos de luz natural apresentam traços de design contemporâneo.",8.3,False
4b65eb75f964a5205e082be3,38.709855,-9.288783,Hotel,PT,Hotel Real Oeiras,"O Hotel Real Oeiras está localizado estrategicamente na Costa do Estoril, entre Lisboa, Oeiras e Cascais, a apenas 2 km do Parque empresarial da Quinta da Fonte, reunindo todas as condições para tornar a sua estadia memorável. Conheça a nossa Localização.",7.8,False
4b669737f964a520ea242be3,41.162524,-8.61439,Grocery Store,PT,Pingo Doce,Sabe bem pagar tão pouco..,5.9,True
4b66d045f964a520d72b2be3,38.73075,-9.148534,Sushi Restaurant,PT,Suntory,"A sua visita ao Suntory será uma experiência surpreendente e singular:
Pela genuína simpatia e elevado profissionalismo do staff, empenhado no seu bem estar e pela delicadeza dos sabores, a subtileza dos aromas, a riqueza da oferta de nobres peixes e a ousada beleza das composições gastronómicas.",7.9,True
4b6730f9f964a52070402be3,38.72769,-9.211457,Sporting Goods Shop,PT,Decathlon,"""Desporto para todos, tudo para o desporto""

Contacte-nos através de contact.decathlon.com/decathlonpt",8.2,True
4b673bd1f964a520e0422be3,38.929925,-9.245537,Grocery Store,PT,Pingo Doce,Sabe bem pagar tão pouco..,5.5,True
4b6ac84bf964a5201ae02be3,38.712704,-9.144999,Restaurant,PT,Bota Alta,"Restaurante com excelentes iguarias da cozinha portuguesa. Com ambiente alegre e vivo, está-se bem aqui e, como se costuma dizer, o espaço não chega para as encomendas. Muito procurado também por turistas, convém reservar para não perder o lugar.",7.1,False
4b6c9f38f964a5203c472ce3,41.367485,-8.75031,Fast Food Restaurant,PT,McDonald's,"Bem vindo ao McDonald’s Vila do Conde! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",7.9,True
4b6dcd73f964a52038912ce3,38.710142,-9.156066,Grocery Store,PT,Pingo Doce,Sabe bem pagar tão pouco,4.9,True
4b708106f964a5208d1e2de3,38.794688,-9.181378,Burger Joint,PT,McDonald's,"Bem vindo ao McDonald’s Odivelas! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",6.5,True
4b70e7abf964a520b8332de3,38.713742,-9.140362,Grocery Store,PT,Pingo Doce,Sabe bem pagar tão pouco,6.0,True
4b72ab8bf964a5200d832de3,38.772046,-9.097532,Caf�,PT,Me & You - Coffee House,"Uma Coffee House -- Bar & Restaurante.

Temos também Take Away, com refeições até às 02:00 horas.",7.2,True
4b7495d5f964a520e3e52de3,41.124025,-8.614755,Hotel,PT,Holiday Inn Porto Gaia,"Ideal for your business and leisure visit to Porto / Gaia 
With all the Clean & Safe Procedures ( IHG Clean Promise ), You'll have all the confidence you need to book your Family Trip

Holiday Inn® Porto - Gaia offers beautiful views of Porto and the Douro River...",7.8,True
4b7577ecf964a520600e2ee3,41.443338,-8.27704,Bed & Breakfast,PT,"Pousada de Guimarães, Santa Marinha","Na cidade de Guimarães, encontra-se a majestosa Pousada de Santa Marinha, restauro do Mosteiro dos Agostinhos do século XII.",8.4,True
4b75c302f964a520d6222ee3,41.134233,-8.614346,Winery,PT,Caves Taylor's,Taylor’s invites you to a pleasant and informative tour of its famous lodges at Vila Nova de Gaia. During the tour the visitor will be given the opportunity to learn about the fascinating history of Port wine.,9.1,True
4b76bcf3f964a520b15b2ee3,38.70574,-9.149331,Brewery,PT,Portugália,"Nas Cervejarias, nos Balcões, no nosso site, estamos sempre à sua espera. E agora no Facebook, estamos ainda mais próximo de si, com passatempos absolutamente exclusivos, informações em cima da hora e novidades fresquinhas.",7.2,True
4b76bee9f964a5203c5c2ee3,37.126149,-8.314418,Zoo,PT,"Zoomarine Algarve, Portugal","Descobre os mistérios dos oceanos no melhor parque temático familiar do País. 
Discover the mysteries of the oceans at the Algarve's best family theme park.",8.7,True
4b770272f964a52027742ee3,41.146563,-8.610958,Fast Food Restaurant,PT,McDonald's,"Bem vindo ao McDonald’s Via Catarina! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",7.5,True
4b781b28f964a52012b62ee3,40.64095,-8.651277,Mall,PT,Forum Aveiro,"O Forum Aveiro constitui um projecto de desenvolvimento urbano integrado de elevada qualidade, com 86 lojas, parque de estacionamento com 1.080 lugares, 56 apartamentos, áreas de lazer e um jardim suspenso.",8.2,False
4b788529f964a520e8d32ee3,41.135098,-8.614912,Wine Shop,PT,Croft Port,"In Croft’s  magnificent wine cellars, professional and highly educational tours take place all year round, seven days a week. Our visitors’ centre offers a captivating atmosphere, reminiscent of the Company’s 420 years of history and tradition. We also have a wine shop open for our visitors.",8.6,True
4b7976a3f964a520bafa2ee3,41.236455,-8.597102,Grocery Store,PT,Continente,O supermercado mais próximo com produtos frescos aos melhores preços.,6.7,True
4b79c5d9f964a52012112fe3,41.180539,-8.6557,Movie Theater,PT,Cinemas NOS NorteShopping,Com o Cartão NOS na compra de um bilhete oferta de outro ou um menu pequeno de pipocas e bebida,8.1,True
4b7c46b4f964a5200e892fe3,38.647277,-9.219718,Grocery Store,PT,Pingo Doce,Sabe bem pagar tão pouco..,7.3,True
4b7c684ef964a52077912fe3,40.650039,-8.620577,Grocery Store,PT,Pingo Doce,Sabe bem pagar tão pouco,6.1,True
4b7edebef964a520a30530e3,41.20055,-8.621816,Grocery Store,PT,Continente Modelo,O supermercado mais próximo com produtos frescos aos melhores preços.,6.3,True
4b7f1054f964a520cd1330e3,38.834042,-9.156482,Grocery Store,PT,Continente,O supermercado mais próximo com produtos frescos aos melhores preços.,6.0,True
4b7faf8df964a5204c3930e3,41.143063,-8.621369,Event Space,PT,Alfândega do Porto,Centro de Congressos e local de vários eventos sociais,9.1,False
4b7fff26f964a520964930e3,40.204144,-8.403986,Fast Food Restaurant,PT,McDonald's,"Bem vindo ao McDonald’s Coimbra 2! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",6.1,True
4b80498af964a520796430e3,37.016697,-7.936753,Hotel,PT,Hotel Eva,"Located just a few steps away from the Faro historical centre, it offers guests a magnificent view of the picturesque marina.
A pleasant stay is guaranteed with its 134 Rooms and Suites, Health Club, Outdoor Swimming pool, 2 Restaurants, Bars and 6 Meetings and events rooms.",6.5,True
4b83208af964a52041f930e3,38.731566,-9.146904,Hotel,PT,Sheraton Lisboa Hotel & Spa,"Sheraton Lisboa Hotel & Spa is a modern hotel located in Lisbon, near popular tourist sights and dining and entertainment in the city center. The hotel offers sleek rooms with fast Wi-Fi, an outdoor pool and views of Lisbon and the waterfront.",8.6,True
4b83f60ff964a5208b1831e3,41.23685,-8.671303,Airport,PT,Aeroporto Francisco Sá Carneiro (OPO) (Aeroporto Francisco Sá Carneiro),"Aeroporto Francisco Sá Carneiro (also known as Porto Airport) is named after a Portuguese Prime Minister, Francisco de Sá Carneiro, who was killed in an airplane crash as he was heading to this airport. It was previously known as Pedras Rubras Airport.",8.4,False
4b86c2dcf964a520699b31e3,38.709068,-9.153167,Fast Food Restaurant,PT,McDonald's,"Bem vindo ao McDonald’s D Carlos I! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aproveita também o nosso McCafé, com maior variedade de gelados, bolos e cafés.",5.5,True
4b885092f964a52087ee31e3,38.649456,-9.244866,Seafood Restaurant,PT,Sentido do Mar,"Com uma vista Soberba para o atlântico, tem uma cozinha variada, cuja especialidade é Sushi.
Com vários prémios no Concurso Gastronómico de Almada, é um excelente sitio para relaxar e degustar uma excelente Refeição",8.8,False
4b8a8589f964a5207d7032e3,38.695572,-9.441898,Argentinian Restaurant,PT,Prazeres da Carne,"Located in Cascais near the sea, The Grill Restaurant Prazeres da Carne is surrounded by a dazzling natural landscape. It offers a varied menu, with suggestions that include the new Brazilian cuisine and the best international cuisine dishes.",7.4,False
4b8b7ffef964a5202aa132e3,37.091652,-8.444763,Hotel,PT,Rocha Brava Village Resort,"Are you looking for relaxing holidays in Algarve? Come and find out the beauty and quietness of Rocha Brava, a four stars resort in Carvoeiro, Portugal.",6.9,False
4b8bc089f964a5209ba932e3,40.649387,-8.615191,Grocery Store,PT,Continente,O supermercado mais próximo com produtos frescos aos melhores preços,5.9,True
4b905f48f964a520b98633e3,39.744864,-8.809434,Sports Bar,PT,Pátio do Barão,"Com inicio em 16 de Janeiro de 1993, o Pátio do Barão é um dos bares da zona histórica de Leiria com mais anos. É um dos bares mais requisitados pelos estudantes universitários.",6.8,False
4b926842f964a52058f733e3,41.226377,-8.618045,Fast Food Restaurant,PT,McDonald's,"Bem vindo ao McDonald’s Maia Centro! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição! Aqui também poderás fazer o teu pedido sem sair do carro e levá-lo contigo de imediato.",6.6,True
4b92727ef964a5203bfa33e3,37.13118,-7.63703,Mall,PT,Tavira Gran-Plaza,"O maior retalhista de eletrónica em Portugal tem os melhores Eletrodomésticos, TVs, Portáteis, Computadores, Telemóveis, Máq. Fotográficas, Consolas, Jogos e muito mais sempre aos melhores preços",5.9,True
4b93eff5f964a520275b34e3,38.7669,-9.15144,Grocery Store,PT,Pingo Doce,Sabe bem pagar tão pouco..,5.3,True
4b960d82f964a52048bb34e3,38.695458,-9.372132,Train Station,PT,Estação Ferroviária de São Pedro do Estoril,"Primeiro comboio para Cais do Sodré / First train to Cais do Sodré: 05:38 |
Primeiro comboio para Cascais / First train to Cascais: 06:02 |
Último comboio para Cais do Sodré / Last train to Cais do Sodré: 01:38 |
Último comboio para Cascais / Last train to Cascais: 02:02",6.1,False
4b97cacef964a520f41535e3,32.64058,-16.923845,Hotel,PT,Belmond Reid's Palace,"On a private promontory lapped by the Atlantic, a landmark hotel in glorious gardens. Home of the One Michelin Star Restaurant William.",8.8,True
4b98e1a6f964a520135435e3,38.685258,-9.343624,Sushi Restaurant,PT,Sushi Toro,O conceito Sushi Toro proporciona experiências sensoriais únicas de criatividade e exotismo. Uma fusão de gastronomia japonesa com um toque português.,7.4,False
4b9a4c87f964a52092aa35e3,38.75493,-9.188567,Fast Food Restaurant,PT,McDonald's,"Bem vindo ao McDonald’s Colombo! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",5.1,True
4b9d38f7f964a520d69a36e3,38.753998,-9.196111,Grocery Store,PT,Pingo Doce,Sabe bem pagar tão pouco,6.0,True
4b9deff6f964a52075c336e3,38.773533,-9.105413,Gas Station / Garage,PT,BP,"A bp Portugal conta com uma rede de mais de 480 postos de abastecimento, de norte a sul do país e ilhas, para levar até si o melhor, todos os dias",6.2,True
4b9f477df964a520ba1a37e3,38.718608,-9.144715,Restaurant,PT,AdLib at Sofitel Lisbon Liberdade,Step from Avenida da Liberdade into our sophisticated restaurant where chef Daniel Schlaipfer adds a French twist to Portuguese dishes like Bacalhau à Lagareiro,7.3,True
4b9f503af964a5201b1c37e3,38.693298,-9.210556,Hotel,PT,Altis Belém Hotel & SPA,"Limited SPG benefits available at SPG Partner Hotels for reservations made via Starwood websites, apps or Customer Contact Centers only.",8.9,True
4b9f745ff964a520b22337e3,38.731255,-9.144037,Hotel,PT,DoubleTree by Hilton Lisbon - Fontana Park,"Stay at the contemporary DoubleTree by Hilton Lisbon – Fontana Park and enjoy a superb location in the heart of Lisbon, unique décor, modern business and leisure amenities and warm hospitality.",7.3,True
4b9f879bf964a520332937e3,38.738518,-9.397917,Fast Food Restaurant,PT,McDonald's,"Bem vindo ao McDonald’s CascaiShopping! À tua disposição tens menus, saladas, sobremesas, rapidez de atendimento e bom ambiente. Serve-te e boa refeição!",6.1,True
4b9f8842f964a520672937e3,38.738107,-9.399978,Electronics Store,PT,Worten,"O maior retalhista de eletrónica em Portugal tem os melhores Eletrodomésticos, TVs, Portáteis, Computadores, Telemóveis, Máq. Fotográficas, Consolas, Jogos e muito mais sempre aos melhores preços",6.6,True
4ba11933f964a520899737e3,41.160205,-8.640796,Hotel,PT,Crowne Plaza Porto,"Refined central Porto hotel with fine dining, a wellness lounge and extensive event facilities
In the central Boavista district, our Crowne Plaza® Porto hotel is a short walk from Porto Botanical Garden and concerts at the futuristic Casa da Música...",8.2,False
4ba37b41f964a520c84038e3,38.711129,-9.13937,BBQ Joint,PT,Sr. Frango da Guia (Armazéns do Chiado),"Frango assado no carvão, regado com um molho especial, cujo o segredo se vem mantendo ao longo dos tempos.",6.1,True
4ba38b68f964a5200c4638e3,38.720376,-9.145537,Boutique,PT,Louis Vuitton,Possibility of phone or virtual appointment with Home delivery available for distant purchases.,8.4,True
